Product Name,MRP,Short description
Men Red Smart Printed Casual Cotton Shirt,1499,"Red micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Rust Red Solid Cotton Standard Slim Fit Casual Shirt,2499,"Rust red solid Casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Blue Premium Slim Fit Printed Pure Cotton Shirt,3499,"Blue micro ditsy printed opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Grey Original Tartan Checks Checked Pure Cotton Casual Shirt,2799,"Grey tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Rust Red Slim Fit Printed Pure Cotton Casual Shirt,1049,"Red geometric printed casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pink Slim Fit Cotton Linen Casual Shirt,1999,"Pink solid opaque casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men White & Maroon Slim Fit Checked & Ditsy Printed Cotton Casual Shirt,1999,"White, maroon and beige checked and ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Orange Slim Fit Cotton Linen Casual Shirt,1999,"Orange solid opaque casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Orange Classic Slim Fit Cotton Casual Shirt,2399,"Orange solid opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Yellow Slim Fit Cotton Linen Casual Shirt,1999,"Yellow solid opaque casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Blue & Black Pure Cotton Slim Fit Checked Casual Shirt,1999,"Blue gingham checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Checked Pure Cotton Casual Shirt,2199,"Blue checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Cotton Slim Fit Printed Casual Shirt,1049,"White micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Cream-Coloured Premium Slim Fit Pure Cotton Checked Casual Shirt,3199,"Cream-coloured other checks checked opaque Casual shirt ,has a spread collar, concealed button placket, long regular sleeves, curved hem"
Men White & Yellow Slim Fit Floral Printed Cotton Casual Shirt,2099,"Yellow and yellow slim-fit floral printed Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Brown Cotton Casual Shirt,2699,"Brown solid opaque Casual shirt ,has a button-down collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Multicoloured Floral Printed Slim Fit Cotton Casual Shirt,2499,"White & Yellow floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue & White Slim Fit Conversational Ditsy Printed Cotton Casual Shirt,1999,"Navy blue and white ditsy conversational print slim-fit opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Beige & Black Slim Fit Checked Cotton Casual Shirt,2099,"Beige, black and white slim fit checked casual shirt ,has a spread collar, button placket, 1 pocket, long roll-up sleeves, curved hem"
Men Grey Self Design Cotton Formal Shirt,4599,"Grey textured self design opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Blue & White Tartan Checks Checked Pure Cotton Casual Shirt,2199,"Blue and white tartan checks checked opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Floral Printed Pure Cotton Formal Shirt,2299,"Blue floral printed opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Red Flap Pocket Pure Cotton Casual Shirt,2799,"Red solid opaque casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, straight hem"
Men Red & Orange Slim Fit Striped Cotton Casual Shirt,1299,"Red vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Slim Fit Printed Pure Cotton Casual Shirt,2349,"Blue geometric printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black Slim Fit Floral Printed Pure Cotton Casual Shirt,1999,"Black floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Checked Pure Cotton Casual Shirt,1999,"Green tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
The Lifestyle Co. Men Pack Of 3 Cotton Casual Shirt,3999,"Blue solid solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White & Beige Sport Slim Fit Striped Pure Cotton Sustainable Casual Shirt,1499,"White & beige vertical stripes casual shirt, has a band collar, button placket, long regular sleeves, curved hem"
Men Green Slim Fit Cotton Casual Shirt,2499,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Teal Cotton Slim Fit Casual Shirt,2499,"Teal solid solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Orange Solid Cotton Linen Casual Shirt,1999,"Orange solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black Slim Fit Windowpane Checks Cotton Casual Shirt,2799,"Black windowpane checks opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Purple & White Printed Bagru Folk Pure Cotton Casual Shirt,2599,"PRODUCT DETAILS 
Special Technique/Craft:
The Bagru Folk Project goes hyper local in 2021 by putting a spotlight on the vitality of animals in rural lifestyles and economy and eulogising Amba, the elephant from Kerala. The prints of this line are also influenced by the countless works of art that line the mud walls of our artisans' homes, painted by the womenfolk of the household, taking the form of guileless folk prints in cooling neutrals and pastels for a bright, lively winter casual wardrobe.

Design
Purple and White shirt for men
Ethnic motifs printed
Spread collar
Button placket
Short, regular sleeves
Curved hem
Craft- Bagru Folk
Disclaimer:
This is a handcrafted kurta, and is prone to colour bleeding due to use of natural dyes
The print on the garment might be uneven owning to the handcrafted nature of the product, adding essence to the garment.
Taavi uses sustainable thread for the manufacturing of its garments.
Taavi uses sustainable thread for the manufacturing of its garments."
Men Grey Comfort Slim Fit Cotton Casual Shirt,2499,"Grey solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Woven Legacy Printed Pure Cotton Sustainable Casual Shirt with Patch Pocket,2499,"Special Technique/Craft:
India is home to a plethora of handlooms, weaves and handicrafts. It's a different feeling of owning a material that has been carefully put together and woven, andthese ethnic weaves, produced indigenously, are each a unique specimen handed down as family heirlooms generation after generation.

Product Design Details:
White & Green opaque Casual shirt
Ethnic Motifs printed
Spread collar
Button placket
1 patch pocket
Short regular sleeves
Curved hem
Craft: Woven Legacy
Disclaimer:
This is a handcrafted shirt and is prone to colour bleeding due to the use of natural dyes
 The print on the garment might be uneven owing to the handcrafted nature of the product, adding essence to the garment.
Taavi uses sustainable thread for the manufacturing of its garments."
Men Turquoise Blue Slim Fit Printed Cotton Casual Shirt,3499,"Turquoise blue geometric printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Plus Size Horizontal Stripes Casual Cotton Shirt,2549,"Blue horizontal stripes striped opaque Casual shirt ,
 has a spread collar, button placket, 1 patch pocket,
 long regular sleeves, curved hem"
Men Linen Casual Shirt,2599,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black & Red Slim Fit Printed Pure Cotton Casual Shirt,1699,"Black typography printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Slim Fit Printed Pure Cotton Casual Shirt,2249,"Blue graphic printed opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green & Brown Comfort Animal Printed Cotton Casual Shirt,2595,"Green & brown animal printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Mint Green Tartan Check Cotton Casual Shirt,2499,"Mint green self design tartan check Casual shirt, has a spread collar, button placket, one patch pocket, short regular sleeves, and curved hem"
Men Pink Slim Fit Striped Cotton Casual Shirt,2499,"Pink vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Maroon Slim Fit Printed Pure Cotton Casual Shirt,2349,"Maroon micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Checked Pure Cotton Casual Shirt,2299,"Blue checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue & Beige Comfort Checked Cotton Raw Edge Hooded Shirt,1849,"Navy blue, beige and maroon comfort fit checked Casual shirt with raw edge,has a hooded, button placket, 1 patch pocket, sleeveless no sleeves, straight hem"
Men Purple Checked Pure Cotton Casual Shirt,2299,"Purple checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, straight hem"
Men Olive Green & Orange Checked Pure Cotton Casual Shirt,1499,"Olive green and orange checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Slim Fit Printed Cotton Casual Shirt,2499,"White micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Peach-Coloured Comfort Slim Fit Printed Pure Cotton Casual Shirt,2299,"Peach-Coloured printed casual shirt, has a button-down collar, long sleeves, button placket, and curved hem"
Men Beige Cotton 4 Pocket Casual Shirt,2899,"Beige solid opaque casual shirt ,has a spread collar, button placket, 4 flap pocket, long regular sleeves, straight hem"
Men White & Black Striped Pure Cotton Casual Shirt,2899,"White & black striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue & Red Pure Cotton Tartan Checks Sustainable Casual Shirt,1299,"Navy blue & red pure cotton tartan checks opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Printed Casual Cotton Shirt,2500,"Sea green micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Printed Pure Cotton Casual Shirt,1699,"Blue conversational printed opaque Casual shirt ,has a button-down collar, button placket, long roll-up sleeves, curved hem"
Men Navy Blue Comfort Slim Fit Cotton Casual Shirt,2549,"Navy blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Long Sleeves Cotton Slim Fit Casual Shirt,2598,"Solid opaque Casual shirt ,has a spread collar, button placket, 3 flap pocket, long regular sleeves, curved hem"
Men Off White Slim Fit Printed Pure Cotton Casual Shirt,1299,"Off white abstract printed opaque Party shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Comfort Slim Fit Cotton Casual Shirt,2849,"Navy blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Sky Blue Solid Tailored Fit Pure Cotton Oversize Casual Shirt,2499,"Sky Blue solid Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Maroon Slim Fit Grid Tattersall Checks Cotton Casual Shirt,2549,"Maroon grid tattersall checks opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Purple Comfort Slim Fit Cotton Casual Shirt,2549,"Purple solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Maroon Slim Fit Horizontal Stripes Striped Cotton Party Shirt,1299,"Maroon horizontal stripes striped opaque party shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Tailored Fit Pure Cotton Casual Shirt,3199,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Rust Pure Cotton Slim Fit Mandarin Collar Casual Shirt,1999,"Rust solid solid opaque Casual shirt ,has a mandarin collar, button placket, 2 flap pocket, long roll-up sleeves, curved hem"
